Configuracion,Cruza,Mutacion,Tasa_mutacion,Tam_poblacion,Ejecución No.,Elitismo,Mejor_Fitness,Diversidad_Final
cruce_bordes | mutacion_insercion | mut:0.1 | pob:100 | elit:False,cruce_bordes,mutacion_insercion,0.1,100,14,False,66633.43611347987,0.013421052631578952
cruce_bordes | mutacion_insercion | mut:0.1 | pob:100 | elit:False,cruce_bordes,mutacion_insercion,0.1,100,15,False,67172.96048361057,0.03026315789473685
cruce_bordes | mutacion_insercion | mut:0.1 | pob:100 | elit:False,cruce_bordes,mutacion_insercion,0.1,100,16,False,66633.43611347987,0.01578947368421053
cruce_bordes | mutacion_insercion | mut:0.1 | pob:100 | elit:False,cruce_bordes,mutacion_insercion,0.1,100,17,False,66633.43611347987,0.03789473684210527
cruce_bordes | mutacion_insercion | mut:0.1 | pob:100 | elit:False,cruce_bordes,mutacion_insercion,0.1,100,18,False,66633.43611347987,0.010263157894736846
cruce_bordes | mutacion_insercion | mut:0.1 | pob:100 | elit:False,cruce_bordes,mutacion_insercion,0.1,100,19,False,66633.43611347987,0.04000000000000001
cruce_bordes | mutacion_insercion | mut:0.1 | pob:100 | elit:False,cruce_bordes,mutacion_insercion,0.1,100,20,False,70010.25146433199,0.015526315789473687
cruce_bordes | mutacion_insercion | mut:0.1 | pob:100 | elit:False,cruce_bordes,mutacion_insercion,0.1,100,21,False,72005.39965655917,0.023684210526315797
cruce_bordes | mutacion_insercion | mut:0.1 | pob:100 | elit:False,cruce_bordes,mutacion_insercion,0.1,100,22,False,66633.43611347987,0.017631578947368425
cruce_bordes | mutacion_insercion | mut:0.1 | pob:100 | elit:False,cruce_bordes,mutacion_insercion,0.1,100,23,False,66836.85134468594,0.03131578947368422
cruce_bordes | mutacion_insercion | mut:0.1 | pob:100 | elit:False,cruce_bordes,mutacion_insercion,0.1,100,24,False,66633.43611347987,0.03447368421052632
cruce_bordes | mutacion_insercion | mut:0.1 | pob:100 | elit:False,cruce_bordes,mutacion_insercion,0.1,100,25,False,66633.43611347987,0.03736842105263159
cruce_bordes | mutacion_insercion | mut:0.1 | pob:100 | elit:False,cruce_bordes,mutacion_insercion,0.1,100,26,False,66633.43611347987,0.014210526315789477
cruce_bordes | mutacion_insercion | mut:0.1 | pob:100 | elit:False,cruce_bordes,mutacion_insercion,0.1,100,27,False,66836.85134468594,0.015000000000000005
cruce_bordes | mutacion_insercion | mut:0.1 | pob:100 | elit:False,cruce_bordes,mutacion_insercion,0.1,100,28,False,66633.43611347987,0.020526315789473684
cruce_bordes | mutacion_insercion | mut:0.1 | pob:100 | elit:False,cruce_bordes,mutacion_insercion,0.1,100,29,False,70259.77896954131,0.03263157894736843
cruce_bordes | mutacion_insercion | mut:0.1 | pob:200 | elit:False,cruce_bordes,mutacion_insercion,0.1,200,0,False,66633.43611347987,0.02315789473684211
cruce_bordes | mutacion_insercion | mut:0.1 | pob:200 | elit:False,cruce_bordes,mutacion_insercion,0.1,200,1,False,66633.43611347987,0.026842105263157903
cruce_bordes | mutacion_insercion | mut:0.1 | pob:200 | elit:False,cruce_bordes,mutacion_insercion,0.1,200,2,False,66633.43611347987,0.03026315789473685
cruce_bordes | mutacion_insercion | mut:0.1 | pob:200 | elit:False,cruce_bordes,mutacion_insercion,0.1,200,3,False,66633.43611347987,0.02105263157894737
cruce_bordes | mutacion_insercion | mut:0.1 | pob:200 | elit:False,cruce_bordes,mutacion_insercion,0.1,200,4,False,66633.43611347987,0.02052631578947369
cruce_bordes | mutacion_insercion | mut:0.1 | pob:200 | elit:False,cruce_bordes,mutacion_insercion,0.1,200,5,False,66836.85134468594,0.03289473684210527
cruce_bordes | mutacion_insercion | mut:0.1 | pob:200 | elit:False,cruce_bordes,mutacion_insercion,0.1,200,6,False,66633.43611347987,0.02763157894736843
cruce_bordes | mutacion_insercion | mut:0.1 | pob:200 | elit:False,cruce_bordes,mutacion_insercion,0.1,200,7,False,66633.43611347987,0.04131578947368422
cruce_bordes | mutacion_insercion | mut:0.1 | pob:200 | elit:False,cruce_bordes,mutacion_insercion,0.1,200,8,False,66633.43611347987,0.026052631578947376
cruce_bordes | mutacion_insercion | mut:0.1 | pob:200 | elit:False,cruce_bordes,mutacion_insercion,0.1,200,9,False,66633.43611347987,0.03157894736842106
cruce_bordes | mutacion_insercion | mut:0.1 | pob:200 | elit:False,cruce_bordes,mutacion_insercion,0.1,200,10,False,66633.43611347987,0.0355263157894737
cruce_bordes | mutacion_insercion | mut:0.1 | pob:200 | elit:False,cruce_bordes,mutacion_insercion,0.1,200,11,False,66633.43611347987,0.03157894736842106
cruce_bordes | mutacion_insercion | mut:0.1 | pob:200 | elit:False,cruce_bordes,mutacion_insercion,0.1,200,12,False,66633.43611347987,0.03052631578947369
cruce_bordes | mutacion_insercion | mut:0.1 | pob:200 | elit:False,cruce_bordes,mutacion_insercion,0.1,200,13,False,66633.43611347987,0.04342105263157896
cruce_bordes | mutacion_insercion | mut:0.1 | pob:200 | elit:False,cruce_bordes,mutacion_insercion,0.1,200,14,False,66633.43611347987,0.03447368421052632
cruce_bordes | mutacion_insercion | mut:0.1 | pob:200 | elit:False,cruce_bordes,mutacion_insercion,0.1,200,15,False,66633.43611347987,0.03815789473684211
cruce_bordes | mutacion_insercion | mut:0.1 | pob:200 | elit:False,cruce_bordes,mutacion_insercion,0.1,200,16,False,66633.43611347987,0.02763157894736843
cruce_bordes | mutacion_insercion | mut:0.1 | pob:200 | elit:False,cruce_bordes,mutacion_insercion,0.1,200,17,False,66633.43611347987,0.03921052631578948
cruce_bordes | mutacion_insercion | mut:0.1 | pob:200 | elit:False,cruce_bordes,mutacion_insercion,0.1,200,18,False,66633.43611347987,0.027631578947368424
cruce_bordes | mutacion_insercion | mut:0.1 | pob:200 | elit:False,cruce_bordes,mutacion_insercion,0.1,200,19,False,66633.43611347987,0.018947368421052636
cruce_bordes | mutacion_insercion | mut:0.1 | pob:200 | elit:False,cruce_bordes,mutacion_insercion,0.1,200,20,False,66633.43611347987,0.02842105263157895
cruce_bordes | mutacion_insercion | mut:0.1 | pob:200 | elit:False,cruce_bordes,mutacion_insercion,0.1,200,21,False,66633.43611347987,0.023947368421052637
cruce_bordes | mutacion_insercion | mut:0.1 | pob:200 | elit:False,cruce_bordes,mutacion_insercion,0.1,200,22,False,66633.43611347987,0.044473684210526325
cruce_bordes | mutacion_insercion | mut:0.1 | pob:200 | elit:False,cruce_bordes,mutacion_insercion,0.1,200,23,False,66633.43611347987,0.03131578947368422
cruce_bordes | mutacion_insercion | mut:0.1 | pob:200 | elit:False,cruce_bordes,mutacion_insercion,0.1,200,24,False,67172.96048361057,0.02078947368421053
cruce_bordes | mutacion_insercion | mut:0.1 | pob:200 | elit:False,cruce_bordes,mutacion_insercion,0.1,200,25,False,66633.43611347987,0.022105263157894742
cruce_bordes | mutacion_insercion | mut:0.1 | pob:200 | elit:False,cruce_bordes,mutacion_insercion,0.1,200,26,False,66633.43611347987,0.01578947368421053
cruce_bordes | mutacion_insercion | mut:0.1 | pob:200 | elit:False,cruce_bordes,mutacion_insercion,0.1,200,27,False,66633.43611347987,0.023684210526315797
cruce_bordes | mutacion_insercion | mut:0.1 | pob:200 | elit:False,cruce_bordes,mutacion_insercion,0.1,200,28,False,66633.43611347987,0.03605263157894737
cruce_bordes | mutacion_insercion | mut:0.1 | pob:200 | elit:False,cruce_bordes,mutacion_insercion,0.1,200,29,False,66633.43611347987,0.020000000000000004
cruce_bordes | mutacion_insercion | mut:0.2 | pob:50 | elit:False,cruce_bordes,mutacion_insercion,0.2,50,0,False,75860.9725582764,0.02868421052631579
cruce_bordes | mutacion_insercion | mut:0.2 | pob:50 | elit:False,cruce_bordes,mutacion_insercion,0.2,50,1,False,67108.77160171073,0.053684210526315806
cruce_bordes | mutacion_insercion | mut:0.2 | pob:50 | elit:False,cruce_bordes,mutacion_insercion,0.2,50,2,False,77471.05813609397,0.0668421052631579
cruce_bordes | mutacion_insercion | mut:0.2 | pob:50 | elit:False,cruce_bordes,mutacion_insercion,0.2,50,3,False,69205.33319689169,0.05947368421052634
cruce_bordes | mutacion_insercion | mut:0.2 | pob:50 | elit:False,cruce_bordes,mutacion_insercion,0.2,50,4,False,76266.9946953095,0.03210526315789474
cruce_bordes | mutacion_insercion | mut:0.2 | pob:50 | elit:False,cruce_bordes,mutacion_insercion,0.2,50,5,False,73205.34205558605,0.06000000000000002
cruce_bordes | mutacion_insercion | mut:0.2 | pob:50 | elit:False,cruce_bordes,mutacion_insercion,0.2,50,6,False,66633.43611347987,0.04026315789473685
cruce_bordes | mutacion_insercion | mut:0.2 | pob:50 | elit:False,cruce_bordes,mutacion_insercion,0.2,50,7,False,75860.9725582764,0.04052631578947369
cruce_bordes | mutacion_insercion | mut:0.2 | pob:50 | elit:False,cruce_bordes,mutacion_insercion,0.2,50,8,False,75860.9725582764,0.051315789473684224
cruce_bordes | mutacion_insercion | mut:0.2 | pob:50 | elit:False,cruce_bordes,mutacion_insercion,0.2,50,9,False,67172.96048361057,0.04289473684210528
cruce_bordes | mutacion_insercion | mut:0.2 | pob:50 | elit:False,cruce_bordes,mutacion_insercion,0.2,50,10,False,67108.77160171073,0.048947368421052635
cruce_bordes | mutacion_insercion | mut:0.2 | pob:50 | elit:False,cruce_bordes,mutacion_insercion,0.2,50,11,False,67108.77160171073,0.057368421052631596
cruce_bordes | mutacion_insercion | mut:0.2 | pob:50 | elit:False,cruce_bordes,mutacion_insercion,0.2,50,12,False,75300.5206667677,0.04105263157894738
cruce_bordes | mutacion_insercion | mut:0.2 | pob:50 | elit:False,cruce_bordes,mutacion_insercion,0.2,50,13,False,74923.81541700823,0.06342105263157896
cruce_bordes | mutacion_insercion | mut:0.2 | pob:50 | elit:False,cruce_bordes,mutacion_insercion,0.2,50,14,False,66633.43611347987,0.01815789473684211
cruce_bordes | mutacion_insercion | mut:0.2 | pob:50 | elit:False,cruce_bordes,mutacion_insercion,0.2,50,15,False,66633.43611347987,0.044736842105263165
cruce_bordes | mutacion_insercion | mut:0.2 | pob:50 | elit:False,cruce_bordes,mutacion_insercion,0.2,50,16,False,70377.30015361255,0.10500000000000002
cruce_bordes | mutacion_insercion | mut:0.2 | pob:50 | elit:False,cruce_bordes,mutacion_insercion,0.2,50,17,False,81993.1462582864,0.05131578947368423
cruce_bordes | mutacion_insercion | mut:0.2 | pob:50 | elit:False,cruce_bordes,mutacion_insercion,0.2,50,18,False,69205.33319689169,0.05500000000000002
cruce_bordes | mutacion_insercion | mut:0.2 | pob:50 | elit:False,cruce_bordes,mutacion_insercion,0.2,50,19,False,66633.43611347987,0.06157894736842106
cruce_bordes | mutacion_insercion | mut:0.2 | pob:50 | elit:False,cruce_bordes,mutacion_insercion,0.2,50,20,False,67172.96048361057,0.05342105263157895
cruce_bordes | mutacion_insercion | mut:0.2 | pob:50 | elit:False,cruce_bordes,mutacion_insercion,0.2,50,21,False,70377.30015361255,0.05105263157894738
cruce_bordes | mutacion_insercion | mut:0.2 | pob:50 | elit:False,cruce_bordes,mutacion_insercion,0.2,50,22,False,67552.68156416502,0.033947368421052636
cruce_bordes | mutacion_insercion | mut:0.2 | pob:50 | elit:False,cruce_bordes,mutacion_insercion,0.2,50,23,False,66633.43611347987,0.06921052631578949
cruce_bordes | mutacion_insercion | mut:0.2 | pob:50 | elit:False,cruce_bordes,mutacion_insercion,0.2,50,24,False,73162.11435326404,0.06315789473684212
cruce_bordes | mutacion_insercion | mut:0.2 | pob:50 | elit:False,cruce_bordes,mutacion_insercion,0.2,50,25,False,67159.37709132125,0.061842105263157914
cruce_bordes | mutacion_insercion | mut:0.2 | pob:50 | elit:False,cruce_bordes,mutacion_insercion,0.2,50,26,False,69731.26527375371,0.06973684210526317
cruce_bordes | mutacion_insercion | mut:0.2 | pob:50 | elit:False,cruce_bordes,mutacion_insercion,0.2,50,27,False,66633.43611347987,0.06500000000000002
cruce_bordes | mutacion_insercion | mut:0.2 | pob:50 | elit:False,cruce_bordes,mutacion_insercion,0.2,50,28,False,66633.43611347987,0.03500000000000001
cruce_bordes | mutacion_insercion | mut:0.2 | pob:50 | elit:False,cruce_bordes,mutacion_insercion,0.2,50,29,False,66877.7388634958,0.05710526315789474
cruce_bordes | mutacion_insercion | mut:0.2 | pob:100 | elit:False,cruce_bordes,mutacion_insercion,0.2,100,0,False,66633.43611347987,0.08236842105263159
cruce_bordes | mutacion_insercion | mut:0.2 | pob:100 | elit:False,cruce_bordes,mutacion_insercion,0.2,100,1,False,66633.43611347987,0.08
cruce_bordes | mutacion_insercion | mut:0.2 | pob:100 | elit:False,cruce_bordes,mutacion_insercion,0.2,100,2,False,66633.43611347987,0.058684210526315804
cruce_bordes | mutacion_insercion | mut:0.2 | pob:100 | elit:False,cruce_bordes,mutacion_insercion,0.2,100,3,False,67172.96048361057,0.047368421052631594
cruce_bordes | mutacion_insercion | mut:0.2 | pob:100 | elit:False,cruce_bordes,mutacion_insercion,0.2,100,4,False,66633.43611347987,0.0505263157894737
cruce_bordes | mutacion_insercion | mut:0.2 | pob:100 | elit:False,cruce_bordes,mutacion_insercion,0.2,100,5,False,66633.43611347987,0.07736842105263159
cruce_bordes | mutacion_insercion | mut:0.2 | pob:100 | elit:False,cruce_bordes,mutacion_insercion,0.2,100,6,False,66633.43611347987,0.0605263157894737
cruce_bordes | mutacion_insercion | mut:0.2 | pob:100 | elit:False,cruce_bordes,mutacion_insercion,0.2,100,7,False,70377.30015361255,0.0642105263157895
cruce_bordes | mutacion_insercion | mut:0.2 | pob:100 | elit:False,cruce_bordes,mutacion_insercion,0.2,100,8,False,67552.68156416502,0.09947368421052634
cruce_bordes | mutacion_insercion | mut:0.2 | pob:100 | elit:False,cruce_bordes,mutacion_insercion,0.2,100,9,False,75860.9725582764,0.04236842105263159
cruce_bordes | mutacion_insercion | mut:0.2 | pob:100 | elit:False,cruce_bordes,mutacion_insercion,0.2,100,10,False,66633.43611347987,0.0686842105263158
cruce_bordes | mutacion_insercion | mut:0.2 | pob:100 | elit:False,cruce_bordes,mutacion_insercion,0.2,100,11,False,67172.96048361057,0.07157894736842106
cruce_bordes | mutacion_insercion | mut:0.2 | pob:100 | elit:False,cruce_bordes,mutacion_insercion,0.2,100,12,False,66633.43611347987,0.05263157894736843
cruce_bordes | mutacion_insercion | mut:0.2 | pob:100 | elit:False,cruce_bordes,mutacion_insercion,0.2,100,13,False,66633.43611347987,0.04026315789473685
cruce_bordes | mutacion_insercion | mut:0.2 | pob:100 | elit:False,cruce_bordes,mutacion_insercion,0.2,100,14,False,66633.43611347987,0.048947368421052635
cruce_bordes | mutacion_insercion | mut:0.2 | pob:100 | elit:False,cruce_bordes,mutacion_insercion,0.2,100,15,False,66633.43611347987,0.05657894736842106
cruce_bordes | mutacion_insercion | mut:0.2 | pob:100 | elit:False,cruce_bordes,mutacion_insercion,0.2,100,16,False,69720.2545994106,0.053157894736842126
cruce_bordes | mutacion_insercion | mut:0.2 | pob:100 | elit:False,cruce_bordes,mutacion_insercion,0.2,100,17,False,66633.43611347987,0.033421052631578956
cruce_bordes | mutacion_insercion | mut:0.2 | pob:100 | elit:False,cruce_bordes,mutacion_insercion,0.2,100,18,False,66633.43611347987,0.0605263157894737
cruce_bordes | mutacion_insercion | mut:0.2 | pob:100 | elit:False,cruce_bordes,mutacion_insercion,0.2,100,19,False,66633.43611347987,0.04763157894736843
cruce_bordes | mutacion_insercion | mut:0.2 | pob:100 | elit:False,cruce_bordes,mutacion_insercion,0.2,100,20,False,66633.43611347987,0.07131578947368422
cruce_bordes | mutacion_insercion | mut:0.2 | pob:100 | elit:False,cruce_bordes,mutacion_insercion,0.2,100,21,False,71790.61503755504,0.04631578947368422
cruce_bordes | mutacion_insercion | mut:0.2 | pob:100 | elit:False,cruce_bordes,mutacion_insercion,0.2,100,22,False,67172.96048361057,0.06315789473684212
cruce_bordes | mutacion_insercion | mut:0.2 | pob:100 | elit:False,cruce_bordes,mutacion_insercion,0.2,100,23,False,66633.43611347987,0.04710526315789474
cruce_bordes | mutacion_insercion | mut:0.2 | pob:100 | elit:False,cruce_bordes,mutacion_insercion,0.2,100,24,False,70377.30015361255,0.053157894736842105
cruce_bordes | mutacion_insercion | mut:0.2 | pob:100 | elit:False,cruce_bordes,mutacion_insercion,0.2,100,25,False,66633.43611347987,0.05500000000000002
cruce_bordes | mutacion_insercion | mut:0.2 | pob:100 | elit:False,cruce_bordes,mutacion_insercion,0.2,100,26,False,66633.43611347987,0.06631578947368423
cruce_bordes | mutacion_insercion | mut:0.2 | pob:100 | elit:False,cruce_bordes,mutacion_insercion,0.2,100,27,False,66633.43611347987,0.07763157894736844
cruce_bordes | mutacion_insercion | mut:0.2 | pob:100 | elit:False,cruce_bordes,mutacion_insercion,0.2,100,28,False,66633.43611347987,0.05605263157894738
cruce_bordes | mutacion_insercion | mut:0.2 | pob:100 | elit:False,cruce_bordes,mutacion_insercion,0.2,100,29,False,66633.43611347987,0.05289473684210527
cruce_bordes | mutacion_insercion | mut:0.2 | pob:200 | elit:False,cruce_bordes,mutacion_insercion,0.2,200,0,False,66633.43611347987,0.06684210526315791
cruce_bordes | mutacion_insercion | mut:0.2 | pob:200 | elit:False,cruce_bordes,mutacion_insercion,0.2,200,1,False,66633.43611347987,0.06394736842105266
cruce_bordes | mutacion_insercion | mut:0.2 | pob:200 | elit:False,cruce_bordes,mutacion_insercion,0.2,200,2,False,67172.96048361057,0.0586842105263158
cruce_bordes | mutacion_insercion | mut:0.2 | pob:200 | elit:False,cruce_bordes,mutacion_insercion,0.2,200,3,False,66633.43611347987,0.07078947368421055
cruce_bordes | mutacion_insercion | mut:0.2 | pob:200 | elit:False,cruce_bordes,mutacion_insercion,0.2,200,4,False,67172.96048361057,0.06894736842105265
cruce_bordes | mutacion_insercion | mut:0.2 | pob:200 | elit:False,cruce_bordes,mutacion_insercion,0.2,200,5,False,67172.96048361057,0.07157894736842108
cruce_bordes | mutacion_insercion | mut:0.2 | pob:200 | elit:False,cruce_bordes,mutacion_insercion,0.2,200,6,False,66633.43611347987,0.05394736842105265
cruce_bordes | mutacion_insercion | mut:0.2 | pob:200 | elit:False,cruce_bordes,mutacion_insercion,0.2,200,7,False,66633.43611347987,0.05289473684210527
cruce_bordes | mutacion_insercion | mut:0.2 | pob:200 | elit:False,cruce_bordes,mutacion_insercion,0.2,200,8,False,66633.43611347987,0.05394736842105265
cruce_bordes | mutacion_insercion | mut:0.2 | pob:200 | elit:False,cruce_bordes,mutacion_insercion,0.2,200,9,False,66633.43611347987,0.05500000000000002
cruce_bordes | mutacion_insercion | mut:0.2 | pob:200 | elit:False,cruce_bordes,mutacion_insercion,0.2,200,10,False,66633.43611347987,0.06789473684210527
cruce_bordes | mutacion_insercion | mut:0.2 | pob:200 | elit:False,cruce_bordes,mutacion_insercion,0.2,200,11,False,66633.43611347987,0.06815789473684213
cruce_bordes | mutacion_insercion | mut:0.2 | pob:200 | elit:False,cruce_bordes,mutacion_insercion,0.2,200,12,False,66633.43611347987,0.048421052631578955
cruce_bordes | mutacion_insercion | mut:0.2 | pob:200 | elit:False,cruce_bordes,mutacion_insercion,0.2,200,13,False,66633.43611347987,0.05578947368421054
cruce_bordes | mutacion_insercion | mut:0.2 | pob:200 | elit:False,cruce_bordes,mutacion_insercion,0.2,200,14,False,66633.43611347987,0.06157894736842106
cruce_bordes | mutacion_insercion | mut:0.2 | pob:200 | elit:False,cruce_bordes,mutacion_insercion,0.2,200,15,False,66633.43611347987,0.07105263157894738
cruce_bordes | mutacion_insercion | mut:0.2 | pob:200 | elit:False,cruce_bordes,mutacion_insercion,0.2,200,16,False,66633.43611347987,0.06263157894736843
cruce_bordes | mutacion_insercion | mut:0.2 | pob:200 | elit:False,cruce_bordes,mutacion_insercion,0.2,200,17,False,66633.43611347987,0.058684210526315804
cruce_bordes | mutacion_insercion | mut:0.2 | pob:200 | elit:False,cruce_bordes,mutacion_insercion,0.2,200,18,False,67172.96048361057,0.048947368421052635
cruce_bordes | mutacion_insercion | mut:0.2 | pob:200 | elit:False,cruce_bordes,mutacion_insercion,0.2,200,19,False,67172.96048361057,0.06447368421052632
cruce_bordes | mutacion_insercion | mut:0.2 | pob:200 | elit:False,cruce_bordes,mutacion_insercion,0.2,200,20,False,67172.96048361057,0.048421052631578955
cruce_bordes | mutacion_insercion | mut:0.2 | pob:200 | elit:False,cruce_bordes,mutacion_insercion,0.2,200,21,False,66633.43611347987,0.04973684210526317
cruce_bordes | mutacion_insercion | mut:0.2 | pob:200 | elit:False,cruce_bordes,mutacion_insercion,0.2,200,22,False,66633.43611347987,0.06315789473684212
cruce_bordes | mutacion_insercion | mut:0.2 | pob:200 | elit:False,cruce_bordes,mutacion_insercion,0.2,200,23,False,66633.43611347987,0.052105263157894745
cruce_bordes | mutacion_insercion | mut:0.2 | pob:200 | elit:False,cruce_bordes,mutacion_insercion,0.2,200,24,False,66633.43611347987,0.05973684210526317
cruce_bordes | mutacion_insercion | mut:0.2 | pob:200 | elit:False,cruce_bordes,mutacion_insercion,0.2,200,25,False,66633.43611347987,0.06789473684210529
cruce_bordes | mutacion_insercion | mut:0.2 | pob:200 | elit:False,cruce_bordes,mutacion_insercion,0.2,200,26,False,67172.96048361057,0.05973684210526317
cruce_bordes | mutacion_insercion | mut:0.2 | pob:200 | elit:False,cruce_bordes,mutacion_insercion,0.2,200,27,False,66633.43611347987,0.058947368421052644
cruce_bordes | mutacion_insercion | mut:0.2 | pob:200 | elit:False,cruce_bordes,mutacion_insercion,0.2,200,28,False,66633.43611347987,0.04605263157894738
cruce_bordes | mutacion_insercion | mut:0.2 | pob:200 | elit:False,cruce_bordes,mutacion_insercion,0.2,200,29,False,66633.43611347987,0.05105263157894738
